,이름,사용가능시간,구분,사용가능,사용중,사용불가,도로명주소,연락처,충전요금,급속충전량,참고사항
435,임곡동 주민센터,24시간 이용가능,급속,1,0,0,광주광역시 광산구 고봉로 788 ,1661-9408,유료,급속(100kW멀티),없음 
436,장덕도서관,24시간 이용가능,급속,1,0,0,광주광역시 광산구 풍영로179 ,1661-9408,무료,급속(100kW멀티),없음 
437,전기안전공사 광주전남지역,24시간 이용가능,급속,3,0,0,광주광역시 서구 경열로 17번길 5 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
438,정부광주합동청사,24시간 이용가능,급속,2,0,0,광주광역시 북구 첨단과기로208번길 43 ,1661-9408,유료,급속(200kW동시),없음 
439,주월동 공영주차장,24시간 이용가능,급속,2,0,0,광주광역시 남구 주월동 974-145 ,1661-9408,무료,급속(200kW동시),없음 
440,중소기업진흥공단 호남연수원,24시간 이용가능,급속,1,0,0,"광주광역시 북구 동문대로456번길 40 , 주차장 1층(장등동 125-2)",1661-9408,유료,급속(50kW),없음 
441,평동주민센터,24시간 이용가능,급속,0,1,0,광주광역시 광산구 평동로 790 ,1661-9408,유료,급속(50kW),없음 
442,한국광기술원,24시간 이용가능,급속,1,0,0,광주광역시 북구 첨단 벤처로 108번길 9 ,1661-9408,유료,급속(50kW),없음 
443,한국환경공단 호남지역본부,24시간 이용가능,급속,1,0,0,광주광역시 광산구 무진대로 217 ,1661-9408,무료,급속(100kW멀티),없음 
444,효죽공영주차장,24시간 이용가능,급속,2,0,0,광주광역시 북구 용봉로138번길 11 ,1661-9408,무료,급속(200kW동시),"1시간 무료, 15분당 350원 "
445,KT가정빌딩,24시간 이용가능,급속,1,0,0,대전광역시 유성구 가정로 168  입구 경비실 앞 주차장,1661-9408,유료,급속(50kW),주차요금 별도 
446,갈마도서관,24시간 이용가능,급속,1,0,0,대전광역시 서구 갈마동 427-20  ,1661-9408,유료,급속(100kW멀티),없음 
447,관저2동주민센터,24시간 이용가능,급속,1,0,0,대전광역시 서구 관저동 1104 ,1661-9408,유료,급속(50kW),없음 
448,관저문예회관 공영주차장,24시간 이용가능,급속,2,0,0,대전광역시 서구 관저동 1199 ,1661-9408,무료,급속(100kW동시),없음 
449,관저저류지주차장,24시간 이용가능,급속,0,1,0,대전광역시 서구 관저동 1510 ,1661-9408,유료,급속(50kW),없음 
450,구즉동 주민센터,24시간 이용가능,급속,0,1,0,대전광역시 유성구 구룡달전로 22 ,1661-9408,유료,급속(50kW),없음 
451,기성동 공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 흑석동 966 ,1661-9408,무료,급속(100kW멀티),없음 
452,남선공원,24시간 이용가능,급속,1,0,0,대전광역시 서구 탄방동 1084 ,1661-9408,유료,급속(50kW),20분후 유료(15분당 300원) 
453,노은농수산물시장,24시간 이용가능,급속,0,1,0,대전광역시 유성구 노은동 566 ,1661-9408,유료,급속(50kW),없음 
454,대덕대학교,24시간 이용가능,급속,2,0,0,대전광역시 유성구 가정북로 68 ,1661-9408,유료,급속(200kW동시),없음 
455,대덕문화체육관,24시간 이용가능,급속,0,1,0,대전광역시 대덕구 목상동 산6-2 ,1661-9408,유료,급속(50kW),없음 
456,대덕보건소,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 석봉로 38번길 55 대덕구보건소 ,1661-9408,유료,급속(100kW멀티),없음 
457,대사동 공영주차장,24시간 이용가능,급속,2,0,0,대전광역시 중구 대사동 145-2 ,1661-9408,유료,급속(200kW동시),없음 
458,대전 농업기술센터,24시간 이용가능,급속,1,0,0,대전광역시 유성구 교촌동 568-1 ,1661-9408,유료,급속(50kW),없음 
459,대전광역시동부교육지원청,24시간 이용가능,급속,2,0,0,대전광역시 중구 문화로234번길 34 ,1661-9408,무료,급속(200kW동시),없음 
460,대전월드컵경기장,24시간 이용가능,급속,1,0,0,대전광역시 유성구 월드컵대로 32 (월드컵대로 32),1661-9408,유료,급속(50kW),없음 
461,대전정부청사 내 주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 청사로 189  정부대전청사 후생동 지하주차장 입구 근처,1661-9408,유료,급속(50kW),주차요금 별도 
462,대전중구보건지소,24시간 이용가능,급속,2,0,0,대전광역시 중구 중앙로 100 (대흥동 499-1) ,1661-9408,유료,급속(200kW동시),없음 
463,대전추모공원,24시간 이용가능,급속,0,2,0,대전광역시 서구 상보안윗길 160 ,1661-9408,무료,급속(200kW동시),없음 
464,대전테크노파크 주차장,24시간 이용가능,급속,1,0,0,대전광역시 유성구 테크노 9로 35  입구 국기계양대 왼쪽,1661-9408,유료,급속(50kW),주차요금 별도 
465,대청호자연수변공원 주차장,24시간 이용가능,급속,2,0,0,대전광역시 동구 대청호수로545번길 1 ,1661-9408,무료,급속(200kW동시),없음 
466,도마2동 옆 공영주차장,24시간 이용가능,급속,0,1,0,대전광역시 서구 도마동 155-16  ,1661-9408,유료,급속(100kW멀티),없음 
467,동구 아름다운복지관,24시간 이용가능,급속,2,0,0,대전광역시 동구 안골로 49 ,1661-9408,무료,급속(200kW동시),없음 
468,동구국민체육센터,24시간 이용가능,급속,1,0,0,대전광역시 동구 가양동 709 ,1661-9408,유료,급속(50kW),없음 
469,롯데마트 노은점,10:00~23:00,급속,1,0,0,대전광역시 유성구 하기동 519  지상4층 주차장 430기둥 옆,1661-9408,유료,급속(50kW),주차요금 별도 
470,롯데마트 대덕테크노밸리점,24시간 이용가능,급속,1,0,0,대전광역시 유성구 관평동 887  옥외주차장 검품장 근처,1661-9408,유료,급속(50kW),주차요금 별도 
471,롯데마트 서대전점,10:00~23:00,급속,1,0,0,대전광역시 유성구 유성대로 26-37 (원내동) ,1661-9408,유료,급속(50kW),없음 
472,만년동 공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 만년동 74  ,1661-9408,유료,급속(100kW멀티),없음 
473,목원대학교,24시간 이용가능,급속,1,0,0,대전광역시 서구 도안북로 88  정문 오른쪽 캠퍼스타운 주차장 ,1661-9408,유료,급속(50kW),주차요금 별도 
474,반석역 환승주차장,24시간 이용가능,급속,1,0,0,대전광역시 유성구 반석로12번길 18-4 ,1661-9408,유료,급속(100kW멀티),50% 할인요금적용 
475,변동 제1공영주차장,24시간 이용가능,급속,0,1,0,대전광역시 서구 변동 47-32 ,1661-9408,무료,급속(100kW멀티),없음 
476,보문종합사회복지관,24시간 이용가능,급속,2,0,0,대전광역시 중구 부용로41번길 55 ,1661-9408,무료,급속(200kW동시),없음 
477,복수동 제1공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 복수동 613 ,1661-9408,유료,급속(100kW멀티),없음 
478,복수동 제3공영주차장,24시간 이용가능,급속,0,2,0,대전광역시 서구 복수동 690 ,1661-9408,무료,급속(200kW동시),없음 
479,복수동 제5공영주차장,24시간 이용가능,급속,0,1,0,대전광역시 서구 복수동 781 ,1661-9408,무료,급속(100kW멀티),없음 
480,사정동 제2 공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 중구 사정동 403번지 ,1661-9408,유료,급속(100kW멀티),없음 
481,서구국민체육센터,24시간 이용가능,급속,1,0,0,대전광역시 서구 정림서로 181 ,1661-9408,유료,급속(50kW),없음 
482,서구노인복지관,24시간 이용가능,급속,1,0,0,대전광역시 서구 탄방동 1084 ,1661-9408,유료,급속(50kW),없음 
483,석교동주민센터,24시간 이용가능,급속,1,0,0,대전광역시 중구 석교동 12-4 ,1661-9408,유료,급속(50kW),없음 
484,셀프세차장(워시하우스),24시간 이용가능,급속,1,0,0,대전광역시 동구 용운동423-22 ,1661-9408,유료,급속(50kW),없음 
485,수도시설관리사업소,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 중리동 20-3 ,1661-9408,유료,급속(50kW),없음 
486,신대노인복지관,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 신대동 169-1 ,1661-9408,유료,급속(100kW멀티),없음 
487,신탄진휴게소(서울방향),24시간 이용가능,급속,1,0,0,대전광역시 대덕구 산업단지로 27 (상서동) 236-1 ,1661-9408,유료,급속(50kW),없음 
488,신탄진휴게소(서울방향),24시간 이용가능,급속,1,0,0,대전광역시 대덕구 산업단지로 27 ,1661-9408,유료,급속(100kW멀티),없음 
489,안영동 제2노외 공영주차장,24시간 이용가능,급속,0,1,0,대전광역시 중구 안영동 697 ,1661-9408,무료,급속(100kW멀티),없음 
490,안영동 제3노외 주차장,24시간 이용가능,급속,0,1,0,대전광역시 중구 안영동 663 ,1661-9408,무료,급속(100kW멀티),없음 
491,오월드 내 주차장,24시간 이용가능,급속,1,0,0,대전광역시 중구 사정동 142  플라워랜드 주차장,1661-9408,유료,급속(50kW),주차요금 별도 
492,오정농수산물시장,24시간 이용가능,급속,0,2,0,대전광역시 대덕구 오정동 45-1  ,1661-9408,유료,급속(200kW동시),50% 할인요금 적용 
493,온천2동 주민센터,24시간 이용가능,급속,0,0,1,대전광역시 유성구 장대로 120 ,1661-9408,유료,급속(50kW),없음 
494,용두동 공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 중구 동서대로 1322번길 81 ,1661-9408,유료,급속(100kW멀티),없음 
495,용문동 제2공영주차장,24시간 이용가능,급속,0,1,0,대전광역시 서구 용문동 263-9 ,1661-9408,무료,급속(100kW멀티),없음 
496,우암사적공원,24시간 이용가능,급속,1,0,0,대전광역시 동구 가양동 65 ,1661-9408,유료,급속(50kW),없음 
497,월평1동 공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 월평동 1275 ,1661-9408,유료,급속(100kW멀티),없음 
498,월평동공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 월평동 1184 ,1661-9408,유료,급속(50kW),없음 
499,유등노인복지관,24시간 이용가능,급속,1,0,0,대전광역시 서구 도마동 413-5 ,1661-9408,유료,급속(50kW),없음 
500,유승기업(현대블루핸즈),24시간 이용가능,급속,0,0,1,대전광역시 서구 계룡로 510  현대사무실 옆,1661-9408,유료,급속(50kW),주차요금 별도 
501,장대동 공영주차장,24시간 이용가능,급속,1,1,0,대전광역시 유성구 장대동 263-2 ,1661-9408,유료,급속(200kW동시),없음 
502,장동 주차장 1,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 장동 366-11 ,1661-9408,무료,급속(100kW멀티),없음 
503,장동 주차장 2,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 장동 326-17 ,1661-9408,무료,급속(100kW멀티),없음 
504,장동 주차장 4,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 장동 210-14 ,1661-9408,무료,급속(100kW멀티),없음 
505,정림동 제2공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 정림동 127-1 ,1661-9408,유료,급속(100kW멀티),없음 
506,타이어프로신탄진,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 신탄진로556 ,1661-9408,유료,급속(50kW),없음 
507,탄방동 제1공영주차장,24시간 이용가능,급속,1,0,0,대전광역시 서구 탄방동 1379 ,1661-9408,무료,급속(100kW멀티),없음 
508,특허청 국제지식재산연수원,24시간 이용가능,급속,3,1,0,대전광역시 유성구 과학로 82 ,1661-9408,유료,급속(400kW동시),없음 
509,한국과학기술원 교육지원동(W8) 주차장,24시간 이용가능,급속,1,1,0,대전광역시 유성구 대학로 291 ,1661-9408,무료,급속(200kW동시),없음 
510,한국도로공사대전지사,24시간 이용가능,급속,1,0,0,대전광역시 대덕구 동서대로 1855 ,1661-9408,유료,급속(50kW),없음 
511,한국원자력연구원 제1주차장,24시간 이용가능,급속,2,0,0,대전광역시 유성구 덕진동 453  ,1661-9408,유료,급속(200kW동시),없음 
512,한국조폐공사,24시간 이용가능,급속,0,1,0,대전광역시 유성구 과학로 80-67 ,1661-9408,유료,급속(50kW),없음 
513,한국조폐공사ID본부,24시간 이용가능,급속,0,1,0,대전광역시 유성구 테크노10로 7 ,1661-9408,유료,급속(50kW),없음 
514,한국지질자원연구원,24시간 이용가능,급속,1,1,0,대전광역시 유성구 과학로 124 ,1661-9408,무료,급속(100kW동시),없음 
515,한국환경공단 충청권지역본부,24시간 이용가능,급속,2,0,0,대전광역시 서구 청사로 156 ,1661-9408,무료,급속(200kW동시),없음 
516,현대자동차(반석점),24시간 이용가능,급속,1,0,0,대전광역시 유성구 반석동 665-2  전시장 뒤편 사무실 입구 주차장,1661-9408,유료,급속(50kW),주차요금 별도 
517,홈플러스 대전탄방점,10:00~24:00,급속,1,0,0,"대전광역시 서구 둔산중로 1 , 지상주차장 5층 J구역(탄방동 591)",1661-9408,유료,급속(50kW),없음 
518,홈플러스 동대전점,10:00~24:00,급속,1,0,0,"대전광역시 동구 한밭대로 1282 , 지상주차장 5층(용전동 65-1)",1661-9408,유료,급속(50kW),없음 
519,홍도동주민센터,24시간 이용가능,급속,1,0,0,대전광역시 동구 홍도동92-3 ,1661-9408,유료,급속(50kW),없음 
520,효문화진흥원,24시간 이용가능,급속,1,0,0,대전광역시 중구 안영동 71-2 ,1661-9408,유료,급속(50kW),없음 
521,간절곶공원,24시간 이용가능,급속,2,0,0,울산광역시 울주군 서생면 대송리 산 30-2 ,1661-9408,무료,급속(200kW동시),없음 
522,강동동 주민센터,24시간 이용가능,급속,1,0,0,울산광역시 북구 무룡로 1096 ,1661-9408,유료,급속(50kW),없음 
523,구영공원 공영주차장,24시간 이용가능,급속,1,0,0,울산광역시 울주군 범서읍 구영리 801-1 ,1661-9408,유료,급속(50kW),"1시간 무료,30분 300원, 초과 10분 100원 "
524,남목1동 주민센터,24시간 이용가능,급속,0,1,0,울산광역시 동구 방어진순환도로 1170 ,1661-9408,유료,급속(50kW),없음 
525,농소1동 주민센터,24시간 이용가능,급속,1,0,0,울산광역시 북구 호계2길 10 ,1661-9408,유료,급속(50kW),없음 
526,농소2동 주민센터,24시간 이용가능,급속,1,0,0,울산광역시 북구 찬샘1길 24 (찬샘1길 24),1661-9408,유료,급속(50kW),없음 
527,덕신공공주차장,24시간 이용가능,급속,1,0,0,울산광역시 울주군 온산읍 덕신리 430 ,1661-9408,유료,급속(100kW멀티),없음 
528,동구 대학1길 공영주차장,24시간 이용가능,급속,1,0,0,울산광역시 동구 화정동 198 ,1661-9408,유료,급속(100kW멀티),없음 
529,두서면사무소,24시간 이용가능,급속,2,0,0,울산광역시 울주군 두서면 반구대로 1817-11 ,1661-9408,유료,급속(50kW),없음 
530,롯데마트 울산점,10:00~23:00,급속,2,0,0,울산광역시 남구 삼산로 74 (달동) ,1661-9408,유료,급속(50kW),없음 
531,매곡1산업단지 공영주차장,24시간 이용가능,급속,2,0,1,울산광역시 북구 매곡동 349-3 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
532,매곡3산업단지 공영주차장,24시간 이용가능,급속,3,0,0,울산광역시 북구 매곡동 884-5 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
533,모듈화산업단지 제2공영주차장,24시간 이용가능,급속,3,0,0,울산광역시 북구 효문동 986 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
534,모듈화산업단지제1 공영주차장,24시간 이용가능,급속,1,0,0,울산광역시 북구 연암동 1372 ,1661-9408,무료,급속(100kW멀티),없음 
535,문화의전당,24시간 이용가능,급속,1,1,0,울산광역시 중구 성안동 244 ,1661-9408,유료,급속(200kW동시),없음 
